Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Output 1 (T),Output 2 (Id)
48.74526273,339,37.3,21.1,34,179.253,33.502,10.33,1.687,12.654,77.745,2.331,15.266,104.6695099,5.525046851
7.487452627,200,21.4,11.5,19,213.159,15.797,42.429,1.439,8.11,8.948,2.088,11.328,6.637908174,0.538821903
21.69415139,422,40.4,35.4,28,220.933,22.733,36.311,1.62,9.768,68.443,1.77,5.76,51.62150716,2.467969008
4.435112158,107,10.5,5.5,22,154.491,24.305,58.431,2.397,8.384,73.022,1.931,15.32,4.523825,0.460075537
2.089521663,345,10.2,5.2,16,480.603,18.124,21.789,1.725,12.208,39.862,2.428,13.534,2.243377527,0.132196541
13.25412271,422,43.6,37.6,18,349.118,19.681,15.244,2.485,12.118,74.97,1.583,6.861,25.86320749,1.240196341
24.50066578,386,25.4,13.8,28,221.701,30.183,10.265,2.117,6.537,57.603,1.272,8.288,44.3063372,2.271983501
5.469630237,162,23.2,16.8,27,436.177,30.42,67.861,1.793,4.295,8.87,1.902,18.957,0.943653589,0.127627744
35.68575233,286,50.2,31.1,15,189.06,14.048,36.813,2.37,14.218,15.371,2.408,6.758,29.7533821,2.316636227
42.59961078,339,38,23.9,34,358.604,35.918,15.989,1.62,8.684,19.09,2.401,19.575,84.88877545,4.216645716
17.38195227,322,52.8,43.7,35,331.33,31.292,3.059,2.017,8.613,59.937,1.751,12.199,22.14486831,1.120588823
10.47833658,99,27,20.7,33,483.437,34.348,18.799,1.613,14.207,29.262,2.101,14.776,3.077190259,0.253116623
80.55925433,202,54.6,32.9,26,377.197,25.329,48.276,1.309,6.441,66.732,1.661,19.471,95.52055186,6.612273242
34.84584656,179,59.9,39.5,22,326.096,19.135,29.175,2.252,10.013,13.837,2.498,9.797,11.89281502,0.80709889
14.23742702,384,18.9,10.8,27,165.898,31.214,4.719,2.332,10.472,26.479,1.687,7.496,28.8415117,1.498077096
59.59233842,410,44,25.7,34,385.54,27.619,50.088,2.353,14.069,36.424,2.486,7.347,114.305402,5.348802196
48.62234969,473,35.8,20,27,237.436,31.995,42.297,1.964,4.87,12.346,1.63,17.429,141.597249,6.487218844
41.54460719,369,46.4,27.4,21,110.452,24.044,26.616,1.357,11.008,33.035,1.676,15.482,86.5200233,5.635876549
42.82495135,261,54.6,45.1,17,477.972,19.982,65.943,2.176,10.123,48.985,2.285,5.87,70.57546755,4.030593737
5.541329509,448,22.2,15,29,117.781,32.76,59.346,1.989,8.984,24.664,1.362,5.392,13.00602841,0.803673677
18.93885076,203,28.9,22.4,27,184.496,31.415,40.501,2.408,3.202,34.045,1.525,11.294,34.19122589,2.430054333
19.49195944,92,51.7,40.6,32,246.369,32.659,15.941,2.429,14.394,36.312,1.51,17.221,1.568238008,0.103088426
13.66383284,280,31.3,22.1,34,428.42,34.377,18.545,1.307,14.602,18.184,1.398,12.955,17.17745949,1.014193166
90.85322135,348,56.2,32,22,232.885,21.562,14.564,1.907,3.372,74.558,1.674,7.871,121.5424183,6.976327667
20.50599201,368,33.2,26.6,24,265.507,27.662,38.978,2.379,2.917,48.607,1.815,9.636,50.72198443,2.641115106
11.64601045,478,43,34.6,35,390.37,33.005,15.326,2.255,9.716,27.953,1.422,11.807,19.77863687,0.819111377
7.344054082,126,14.1,8.3,17,361.883,20.375,7.681,2.027,4.822,55.376,2.296,8.908,7.190044478,0.665780031
31.16869815,241,30,17.4,29,265.222,26.7,49.272,2.207,8.429,37.622,2.41,17.541,47.57633087,3.043201514
13.19266619,291,32.9,22.3,33,336.341,35.556,15.346,1.673,7.437,6.895,1.811,15.674,18.58322212,1.046493518
75.8988016,420,49.2,33.2,24,373.561,21.898,26.677,2.213,12.764,78.769,1.829,19.964,166.2684607,7.507775861
38.2771689,272,32.2,16.9,27,270.986,25.953,33.367,1.99,14.129,21.611,1.506,11.472,66.6106923,3.960856682
24.12168391,248,30.6,21.7,30,217.741,32.855,60.311,2.493,5.399,19.191,1.766,19.165,46.24049209,2.884192739
2.570931066,368,13.3,8.1,21,228.134,17.468,30.73,1.903,6.354,47.441,2.46,13.364,4.137689535,0.2249835
83.82669261,309,59.5,44.4,29,133.633,26.301,49.279,2.38,5.564,26.19,1.693,14.358,175.4251644,10.54225781
16.62398853,241,34.1,24.9,18,276.982,14.606,54.539,1.479,11.218,75.711,1.591,10.425,9.915059435,0.742390283
6.022738912,234,15.9,8.4,22,222.709,20.277,24.526,2.033,3.133,50.842,1.619,8.71,6.066101573,0.433610474
7.14944177,418,26.1,19.4,20,458.714,22.54,1.393,1.523,3.173,34.361,1.903,19.311,10.24354256,0.497095951
10.5602786,254,20.9,14.9,31,228.976,36.854,41.188,2.433,10.901,56.393,1.859,19.166,20.19759966,1.20229749
34.89706033,461,48,38.9,18,366.991,16.353,67.762,1.37,11.781,6.093,2.334,12.006,27.02481098,1.815975205
11.38994162,345,20.8,15.3,28,452.351,22.79,6.685,1.29,7.33,75.766,1.353,7.257,21.5468697,1.075604817
49.1242446,267,37,19.4,27,291.069,26.965,11.886,2.478,11.567,69.357,2.457,15.66,79.4369567,4.60443657
18.887637,134,51.8,46.6,32,351.936,34.017,8.85,2.117,11.453,73.933,2.258,8.6,14.89904292,1.166325095
7.507938134,127,27.8,18.5,21,143.899,22.45,58.459,1.847,8.086,33.2,1.246,11.462,0.640005638,0.067543272
2.55044556,263,13.1,6.6,22,256.532,24.678,67.738,1.821,11.131,30.451,1.723,19.077,1.185101766,0.103694509
6.719246133,135,12.3,6.4,34,328.838,37.522,5.378,1.366,2.476,57.743,1.577,6.484,7.240023079,0.682616421
11.3284851,142,18.6,9.5,17,270.962,18.62,34.424,1.376,13.177,30.715,1.729,12.3,8.243925011,0.713307657
1.823210079,400,11.3,6.2,22,294.149,21.833,65.228,1.995,4.532,21.001,2.344,13.82,2.862351619,0.160177391
48.77599099,173,47.4,34.7,34,169.272,36.719,45.376,1.864,11.306,60.052,1.506,11.234,70.59008265,5.569741743
4.199528833,279,10.5,5.4,23,280.43,19.103,36.798,1.395,9.76,62.24,1.796,14.466,7.537374519,0.435262658
9.556488784,189,21.5,12.7,16,422.722,13.383,48.074,1.254,6.7,64.389,2.067,14.855,5.418917512,0.395145379
19.42026017,133,34.8,24.4,19,411.928,21.454,64.677,2.393,10.974,15.838,1.883,15.136,8.425028125,0.714342652
7.067499744,311,26.3,17.8,18,396.06,19.35,39.725,2.079,14.401,56.724,1.945,10.766,1.181444736,0.082700988
6.831916419,400,17.8,12.3,16,378.806,17.729,34.495,1.704,6.075,73.707,1.572,15.524,11.53480895,0.582830487
25.71955342,404,44.1,26.9,30,232.742,27.341,52.67,1.761,14.332,18.263,2.452,15.992,37.56403044,2.173869113
10.49882208,376,26.9,18.7,21,101.566,19.324,34.911,2.328,3.332,62.154,2.413,14.516,20.9493788,1.37087
67.36658814,95,49.4,30.4,25,342.727,26.8,60.898,2.409,14.41,38.455,1.342,11.213,35.43213152,3.254909812
20.27040869,282,27.8,17.5,30,246.885,33.111,53.627,2.125,14.705,58.142,2.04,10.256,35.29483846,2.088123675
4.179043327,251,22.2,16.5,17,289.652,13.907,14.237,2.091,11.938,59.942,2.315,17.092,0.668079092,0.050263547
5.275017925,158,22.7,16.1,30,480.408,27.313,23.985,1.685,7.537,64.973,1.968,15.735,1.622098685,0.106765058
11.04168801,158,22.1,16.3,27,472.026,31.951,21.897,2.162,5.437,44.104,1.367,15.162,12.05819308,0.949024907
50.7016286,270,47.7,26.4,30,224.765,24.468,21.789,2.161,3.864,39.041,1.901,17.71,62.13232207,3.756489588
8.675612005,395,40.4,34.9,25,134.042,24.566,6.672,2.121,4.832,75.807,2.223,8.352,14.3538825,0.853477087
6.883130185,214,14.6,8.7,24,149.096,27.78,10.092,1.612,9.701,76.411,2.19,19.791,9.737676822,0.717107348
3.3084093,344,14.6,8,18,376.035,17.411,55.288,1.502,11.847,13.539,2.113,17.14,1.033362877,0.075868257
5.203318652,203,12.2,7.1,21,153.43,24.261,53.868,1.686,11.829,46.799,1.482,9.263,8.70232449,0.700050389
13.67407559,400,23.1,17.5,18,442.856,20.57,16.656,1.512,9.028,51.194,2.36,13.168,29.1084001,1.387058091
28.84359316,440,45.3,29.4,17,237.98,16.281,56.456,2.459,4.576,56.501,1.529,11.14,50.25336135,2.677367433
9.576974291,378,19.2,13.7,23,277.949,25.894,67.315,1.397,13.512,68.662,1.554,16.97,22.14947809,1.107657789
8.491242446,197,16.6,9,20,294.811,23.675,57.089,2.239,6.431,24.567,2.013,5.359,11.19630747,0.920419329
17.97603196,486,43.6,32.7,34,404.504,38.887,5.987,2.49,11.8,34.27,1.22,5.31,25.97632528,1.102260524
4.670695483,246,12.6,6.8,30,275.967,27.373,8.946,1.401,6.576,25.725,2.153,18.17,7.041875378,0.435439724
22.91303902,438,26.6,16.1,23,206.825,25.174,65.807,2.205,8.938,12.578,1.792,19.143,55.51802702,2.722375222
16.37816245,174,21.3,13.5,34,403.053,39.454,38.613,2.418,13.71,52.363,1.832,14.299,20.21566773,1.445885977
8.583427225,499,24.1,14.5,22,251.54,21.337,22.604,2.268,3.463,68.005,2.373,8.578,16.92835686,0.872135115
28.77189389,133,47.6,35,33,161.469,35.43,35.881,2.036,12.227,62.837,1.506,14.058,20.54690623,2.033149353
47.38297654,163,33.7,18.1,34,254.106,40.69,36.626,1.223,7.563,62.563,2.348,18.044,76.43417749,5.465975092
58.09689645,196,53.1,30.6,27,316.513,22.711,58.067,1.666,4.76,52.073,2.101,6.535,48.45903914,3.771251883
62.71637816,203,39.7,22.6,34,331.752,35.308,34.052,1.335,12.584,72.987,2.426,19.285,86.14870206,5.480508632
22.09361876,220,36.2,30.2,27,216,31.778,36.388,1.935,8.343,40.663,1.89,5.622,37.35688182,2.667381702
23.25104988,149,44.7,34.8,18,437.279,14.955,17.634,1.806,9.099,20.568,2.216,15.402,8.636720318,0.642465914
33.42210386,200,37,24,30,176.669,24.605,59.588,1.861,3.408,56.523,2.132,19.029,38.97209562,3.069685491
11.64601045,475,31,24.3,28,483.389,26.783,9.359,2.467,12.772,17.68,2.483,13,23.98556345,0.974171385
6.125166445,159,15,8.8,18,190.416,16.652,62.469,1.597,5.357,50.23,2.049,19.185,6.972873166,0.602669827
50.0870634,346,41.7,25.4,17,329.787,17.851,27.991,1.225,5.064,26.082,1.355,19.84,82.55025528,4.567099271
3.84103247,266,11.4,6.1,34,408.749,33.192,63.077,2.335,4.579,60.884,1.85,12.155,4.987247843,0.321014096
7.026528731,492,16.1,9.5,15,150.278,13.449,61.771,2.303,14.227,64.985,1.371,8.437,17.40811225,0.944934928
89.06073953,118,56,29.6,15,184.92,13.859,61.704,1.869,9.601,11.312,2.293,16.946,46.86808944,4.67873262
4.609238963,438,12.1,6.8,31,412.175,30.371,4.174,1.743,13.08,32.785,2.26,18.757,9.982367819,0.430153014
13.17218068,412,33.7,24.8,26,411.89,30.057,48.891,2.175,3.344,71.02,1.635,15.088,25.99642019,1.273082442
11.55382567,366,18.7,11.7,22,262,20.513,55.201,1.687,11.58,6.826,2.29,8.082,26.94854272,1.430079295
38.70736454,121,36.7,26.5,27,238.72,29.931,40.938,2.306,8.574,16.348,1.619,13.311,42.28369771,4.122905049
49.39055618,296,52.2,40.8,31,450.197,32.184,15.896,1.747,6.109,47.952,2.14,5.329,79.55474723,4.474802645
5.377445457,104,23.6,16.7,22,288.838,25.094,55.301,1.425,12.317,44.338,2.11,14.825,0.454725333,0.036942574
52.71945099,120,58.5,46.7,27,368.021,30.941,10.153,1.787,14.436,39.981,1.427,11.506,38.24718539,3.168345988
37.90842979,410,43.8,23,28,395.759,27.692,63.362,2.418,4.386,74.866,2.113,8.186,66.73412172,3.27925434
4.66045273,313,14.5,8.5,26,474.681,28.248,19.605,1.536,6.038,60.469,2.487,14.748,7.028347386,0.364154759
7.845948991,133,22.8,13.3,31,469.684,30.219,50.987,2.192,13.095,44.688,1.553,14.129,1.130085697,0.092212715
15.71238349,436,52.9,45.9,28,151.249,31.402,18.609,1.86,9.776,15.305,2.265,6.116,27.9127486,1.662025083
23.54808973,163,25.7,16.5,17,487.066,19.208,23.848,1.917,7.542,20.156,1.677,8.154,29.85451133,2.22662651
41.37048039,476,40.5,26.7,22,145.879,22.981,26.926,1.36,5.031,23.743,2.35,16.939,111.191422,6.024481093
3.943460002,452,17.9,10.5,26,489.934,30.796,58.912,1.286,11.922,74.333,1.626,18.735,3.278101277,0.208635748
13.34630749,475,25.2,12.6,32,373.908,34.74,29.975,1.83,7.495,79.629,2.042,11.829,24.15903366,1.048212999
16.72641606,462,46.4,34,35,349.317,30.317,48.564,2.149,11.006,36.198,1.8,8.14,22.79111797,1.191144244
14.78029294,347,22.4,15.2,24,329.901,24.714,16.222,1.799,2.204,72.081,2.109,14.302,25.05495401,1.285312698
23.71197378,306,48.9,30.7,30,493.811,33.406,68.695,1.326,12.444,34.322,1.82,9.399,3.115427009,0.222412216
9.2901772,355,22.1,14.1,20,129.993,23.209,31.38,1.823,12.673,34.331,1.554,6.861,18.24878808,1.180430147
7.477209874,306,22.4,12.3,35,155.979,39.154,56.869,2.277,6.218,50.008,1.284,12.856,11.07595877,0.767567152
33.01239373,335,50.5,32.1,26,107.864,25.372,13.731,1.437,11.99,31.906,2.165,18.138,57.60884725,3.69202537
56.46829868,333,56.6,30.9,24,489.613,28.744,17.875,1.223,2.632,44.629,1.216,7.206,71.80092878,4.099103858
1.751510806,373,12.4,6.3,33,378.737,31.273,61.576,1.575,2.552,55.828,1.474,9.928,1.121905899,0.089823466
4.865307795,455,23.8,18,35,351.846,40.806,0.071,2.278,12.756,72.27,1.712,13.822,7.38677687,0.313036189
74.09607703,395,49.9,28.7,17,251.029,18.076,57.604,1.686,3.606,66.635,1.661,6.738,160.7914516,9.205862892
9.341390966,397,30.7,20.4,18,204.211,18.393,39.937,1.486,9.843,53.208,1.643,14.087,17.1560536,0.995421629
126.9384411,427,57.3,34.5,17,306.356,14.584,34.183,1.208,5.087,7.548,1.291,16.453,280.4989835,13.56515208
34.21079586,460,39.5,21.7,20,320.087,17.595,18.444,2.236,5.014,61.904,1.702,14.813,49.95281058,2.258826408
62.87001946,204,54.1,31,31,338.243,27.6,23.166,1.256,9.388,19.714,1.462,5.071,74.5981772,5.226768691
41.8928608,413,43.5,34.5,20,272.043,20.868,44.444,2.053,7.2,40.578,1.87,10.165,90.14679927,4.431948906
9.730615589,484,50.5,44.1,23,382.53,18.816,14.369,1.575,8.027,35.99,2.226,13.791,16.71087151,0.711832329
10.42712281,289,18.1,11.7,25,307.389,22.723,18.816,1.24,10.117,62.105,2.184,19.716,21.9533801,1.182568277
10.66270614,97,19.9,12.7,27,102.517,29.309,62.834,1.919,5.994,55.028,1.302,10.513,7.467709781,0.850876105
15.12854655,118,38.7,23.7,17,440.778,20.122,19.987,2.102,4.235,19.408,1.318,10.358,5.230372582,0.483905129
18.78520946,242,54.1,47.3,23,119.479,18.825,68.535,2.386,8.268,14.1,1.977,11.58,22.00877369,1.871351315
47.48540408,255,56.2,37.1,28,456.789,23.658,51.296,2.154,2.831,66.037,1.84,17.786,51.42012965,3.049110752
2.120249923,123,13.5,7,18,211.186,20.726,42.879,2.18,13.548,16.491,1.642,8.305,0.140838054,0.008469611
58.81388917,353,50.8,25.6,33,379.668,33.087,42.938,1.282,12.926,21.522,2.269,7.921,93.1430345,5.141593923
26.51848817,269,36.5,23,28,397.477,33.287,23.76,1.843,12.426,72.171,1.345,14.556,45.4118598,2.576029429
51.27522278,314,56.8,48.3,29,476.092,30.345,30.524,1.631,10.639,77.165,2.128,6.031,100.9037179,5.248069282
11.71770972,172,43.4,34,24,329.794,19.482,15.108,1.225,6.031,21.524,1.723,15.731,4.976519366,0.344346438
8.573184472,194,25.3,16,27,283.883,23.721,17.557,1.57,5.842,24.778,1.646,6.634,10.11823703,0.724530714
11.21581481,299,42.9,37.3,33,438.012,37.06,65.284,1.862,7.221,52.623,1.605,7.146,12.03582158,0.859190659
1.741268053,131,12.4,7.3,35,151.643,34.222,39.022,2.07,2.784,26.537,1.279,12.036,0.654798723,0.081112248
13.43849227,491,19,10.8,18,279.747,17.692,10.498,2.048,11.9,76.18,2.325,11.328,33.25703552,1.482513918
14.39106832,129,21.4,14.7,27,197.764,25.553,31.457,2.212,11.673,24.856,2.09,13.664,15.75278039,1.412463552
48.07948377,193,42.3,28.4,34,251.45,28.911,54.918,2.099,14.598,64.891,2.412,19.998,47.68977657,3.38464406
7.241626549,239,19.9,11.9,30,214.542,26.33,29.394,2.178,2.833,37.658,1.357,5.11,7.701816265,0.551918009
30.36976339,112,36.1,19.7,34,276.702,39.745,4.598,1.428,12.613,50.517,1.313,11.987,24.81593085,2.326340604
54.17392195,315,45.7,34,31,214.411,35.121,35.246,1.248,4.037,71.458,1.283,9.675,124.0120494,6.515838282
6.186622964,374,17,11.8,21,440.01,25.084,12.948,1.314,6.108,57.273,1.549,15.857,9.969832473,0.496624109
51.68493291,248,45.3,31.8,20,338.616,17.287,68.432,2.362,2.884,33.834,1.677,19.9,70.90444022,4.638714256
45.67243675,412,55.9,31.7,33,471.282,29.949,67.195,1.533,2.717,63.398,1.719,13.459,37.02540313,2.70031754
64.14012086,429,50.3,29,16,181.47,13.983,54.055,1.395,8.574,6.07,2.276,5.748,146.01966,8.536951663
44.91447301,343,37.6,23.8,32,427.315,36.262,41.559,1.952,8.068,47.726,2.497,10.03,99.27067601,4.919712084
29.10990474,395,30.4,18.9,24,276.448,22.096,37.757,1.303,3.48,14.039,1.239,8.715,56.86418505,2.95510692
1.556898494,494,10.4,5.3,25,185.958,27.177,31.822,1.533,6.065,34.153,2.393,14.345,3.35594943,0.173893842
17.51510806,334,25.6,16,24,333.015,27.311,31.394,1.443,10.9,15.548,2.217,18.27,38.99759029,1.999662954
21.44832531,465,52.3,43.1,16,188.78,12.969,62.028,2.257,2.97,38.772,2.459,6.852,48.3289006,2.900849972
19.01055004,110,35.9,23.6,23,219.781,27.425,58.554,1.68,6.657,32.26,1.217,14.196,6.792557708,0.775152524
50.13827717,393,37.1,20.1,28,377.954,30.584,24.845,1.409,8.232,51.394,1.695,10.929,104.9594031,5.047730203
11.22605756,280,23.5,14.3,33,175.688,38.25,45.73,2.479,14.626,16.277,1.279,8.559,20.70893769,1.358195161
38.72785005,104,35.4,24.7,22,138.508,17.82,29.797,1.552,13.028,76.289,1.805,19.402,35.00892433,3.518346553
22.56478541,295,49.5,34.2,22,156.675,17.948,25.161,1.842,7.497,14.071,2.26,16.978,34.16680947,2.234390266
4.455597665,446,18.9,12.7,17,331.083,17.877,28.225,2.116,4.834,51.367,1.22,16.923,7.145427508,0.353990055
10.46809382,180,17.7,10.6,21,405.77,23.119,5.596,1.207,3.521,42.245,2.492,19.774,12.17472682,0.866908977
6.514391068,461,20.7,13.3,21,494.923,17.81,25.692,2.48,2.777,5.033,2.008,6.572,6.781621146,0.29785147
7.610365666,258,18.2,11.1,34,372.516,39.578,7.15,1.653,11.801,62.448,1.787,14.108,12.34049696,0.714765546
61.14923691,191,40.4,24.2,28,350.459,27.804,53.325,1.809,12.268,57.859,1.808,12.386,73.79211679,4.963197116
6.811430913,295,14.4,8.8,17,320.826,15.198,65.301,2.131,9.387,45.866,1.227,6.096,13.37589849,0.732879389
39.58824132,255,30.8,16.6,27,414.27,23.441,45.718,1.694,9.335,48.813,2.129,6.424,60.5840208,3.640409515
123.7631875,220,54.8,29.3,35,352.971,33.908,29.7,2.258,14.711,30.65,1.904,17,167.0157241,10.27681194
11.94305029,419,25.3,18.4,24,337.314,24.547,18.856,2.118,4.801,74.314,1.887,14.013,17.04681859,0.80552006
10.99047424,126,38.6,32.8,27,150.952,26.935,40.35,1.782,11.769,60.713,2.227,11.291,6.465276304,0.658424911
10.85731845,158,17.4,11.1,15,226.95,16.713,45.584,1.485,14.397,53.538,2.036,18.054,10.21864434,0.910252092
31.32233944,97,39.2,25.5,19,269.489,20.144,67.689,1.975,2.534,35.336,1.287,5.944,15.05135077,1.911488373
20.62890505,190,33.1,26.1,35,458.786,28.678,57.002,1.885,14.875,15.636,1.884,17.751,18.8474969,1.292685505
78.94089931,399,57.2,33.4,26,359.578,25.386,46.942,1.756,2.099,26.161,2.031,11.409,145.6351331,7.200117079
30.78971628,344,41.4,27.4,20,249.404,22.823,61.598,2.273,2.642,6.687,2.172,15.731,63.23463656,3.723318499
7.159684523,156,19.9,11.8,28,396.212,33.537,66.762,1.621,8.478,71.503,1.9,9.221,3.513743012,0.348752374
13.12096692,106,33.6,27.8,15,354.481,12.542,10.906,1.962,5.154,38.447,1.881,16.001,5.973409732,0.506188613
40.930042,445,56.1,47.6,28,458.227,28.978,61.964,2.176,9.616,26.34,1.369,7.769,87.62079527,4.110245654
10.03789819,405,42.7,37.1,29,202.225,26.482,46.981,2.498,7.669,46.69,2.29,9.448,17.18212618,0.955851468
53.88712486,277,47.3,31,30,478.903,31.228,67.202,1.379,10.54,71.582,1.729,10.549,65.44194296,3.990989765
14.69835092,180,23.2,16.8,22,257.57,24.081,20.072,1.603,3.042,7.284,2.072,18.578,17.96975642,1.406316609
27.35839394,169,25.9,14.3,25,444.771,26.597,56.417,1.686,6.93,46.927,1.643,13.293,33.22550026,2.462949223
16.53180375,151,24.6,15.4,23,144.9,27.541,19.015,1.842,14.364,71.884,1.384,6.261,21.54675517,2.048371091
12.45518795,225,36.9,31.4,33,493.426,34.213,30.223,2.484,7.333,52.984,2.467,5.321,16.67396254,1.059113583
6.452934549,446,32.5,26,21,323.921,20.495,16.372,1.2,11.653,13.564,2.435,15.025,8.720965272,0.47795017
13.3872785,201,35.1,24.4,31,305.915,35.638,25.1,1.917,13.217,69.413,1.223,5.422,13.77565384,1.007040415
17.05418416,324,22.2,14.5,20,483.25,18.808,36.635,2.273,10.373,13.365,2.41,18.609,33.4091891,1.649534639
16.39864796,416,29.2,17.2,20,193.822,18.023,23.029,2.329,2.748,46.656,2.035,17.453,25.0897162,1.372951827
58.04568268,295,37.4,19.6,17,186.938,16.809,14.27,1.362,6.261,74.721,2.338,13.62,94.40948062,6.062193281
12.45518795,179,30.5,20.1,34,127.272,35.234,34.557,2.216,2.623,52.831,1.904,7.538,16.9571659,1.541859731
30.73850251,176,37.9,27.7,16,393.404,17.428,30.725,1.235,11.089,42.723,2.131,18.887,23.47840872,1.838412482
28.31096999,454,56.2,51.1,23,155.493,26.009,4.415,2.453,13.184,25.592,1.366,14.388,61.9599427,3.030838084
42.07723036,411,31.2,15.9,34,339.339,37.875,53.016,1.709,3.389,32.794,1.299,5.063,120.83044,6.019195079
15.50752842,438,58.8,51.6,32,213.723,27.84,58.819,1.877,2.666,24.42,1.626,18.945,26.53928696,1.40335256
4.680938236,374,13.2,8,17,434.965,14.797,17.671,1.271,6.446,39.213,1.723,16.481,9.297626036,0.456776951
9.966198914,164,20.6,13.4,26,358.813,31.156,44.453,1.244,14.678,21.662,1.928,10.543,7.851370387,0.629800572
4.097101301,371,13.9,7.4,28,484.871,29.178,11.489,1.735,10.275,69.509,2.349,5.282,7.622140688,0.365130225
58.7421899,278,55.7,33.7,31,138.499,31.257,58.643,2.313,14.167,15.902,1.233,6.065,93.71264284,6.669361919
3.421079586,332,14.9,8.6,26,466.857,27.385,48.231,1.894,12.256,79.892,1.463,14.479,3.958363993,0.226691132
10.75489091,494,24.3,13.7,21,393.566,17.909,45.905,1.519,3.44,26.717,2.18,13.229,18.03505197,0.786627374
26.56970194,118,29.2,17.1,22,338.536,19.303,48.505,1.599,6.805,61.263,2.444,12.028,19.78303182,1.618857501
10.58076411,159,19.5,12.4,30,406.539,29.477,43.08,1.8,2.108,23.358,1.225,16.478,11.31159142,0.867657427
61.63064632,283,57.4,46.6,23,104.689,26.951,41.334,2.5,7.969,64.42,2.215,15.113,135.3733445,8.296867078
7.886920004,461,22.6,16,24,167.067,24.505,2.972,1.339,10.365,39.02,2.049,10.658,15.0837679,0.806679464
6.094438185,173,22.7,12.1,19,334.228,20.759,15.304,2.023,5.317,13.08,2.185,18.056,3.619978238,0.266035256
20.12701014,408,42.5,25.9,16,262.933,13.843,11.312,2.282,8.471,5.05,2.038,19.294,33.13540144,1.693859642
57.22626242,412,40.1,25.1,30,226.724,35.545,39.342,1.278,14.924,34.227,1.459,16.505,161.4187619,7.777260554
11.70746697,118,21.8,15.8,24,368.384,21.345,48.133,1.74,4.211,58.215,1.977,7.069,9.910834795,0.880733975
3.769333197,248,10.4,5.2,18,400.42,17.826,42.065,1.721,4.593,72.12,1.432,7.384,5.107892564,0.333710003
36.26958927,355,38.5,27.4,21,196.846,20.069,39.949,1.257,7.551,16.271,2.141,10.665,73.46031735,4.287214499
4.066373041,259,11.8,6,25,463.934,29.047,8.093,1.929,4.838,68.865,1.694,16.091,5.024397357,0.286330523
8.388814913,317,17.8,9.7,29,364.875,32.462,0.876,2.293,11.921,27.332,2.012,5.394,13.15696132,0.71270466
13.62286183,101,27.8,21.6,27,105.905,27.642,4.649,1.564,8.707,32.073,1.346,17.019,12.76120605,1.601077818
4.558025197,338,10.4,5.3,22,101.847,23.348,62.409,2.453,6.965,37.464,1.249,8.808,11.58610666,0.709467021
29.88835399,228,33.8,20,16,487.892,17.256,33.62,2.423,3.43,55.235,2.201,18.291,31.15871846,1.969154758
28.06514391,373,48.6,36.9,34,387.272,39.169,38.897,1.517,7.157,21.255,2.352,5.322,55.86365986,2.926869131
76.48263853,152,57.5,39.8,28,407.88,28.895,27.779,1.72,9.17,77.343,1.832,13.884,74.49979321,5.537609831
40.09013623,456,37,24.6,24,219.66,27.573,66.347,2.214,9.025,8.11,1.473,13.222,100.6769576,4.916368978
28.07538666,363,57,45.9,25,329.123,21.687,17.381,2.021,2.756,78.712,1.422,10.601,27.61536442,1.37188343
19.65584349,279,27.5,20.1,33,494.255,30.285,57.406,1.296,14.114,36.418,1.672,10.231,24.34975773,1.450994276
46.2972447,146,57.2,47.9,24,415.038,24.415,20.824,1.257,9.221,73.595,2.425,10.558,43.67688239,3.294418116
16.05039435,174,25.4,15.4,16,118.475,13.271,55.508,1.492,3.116,21.309,2.116,17.722,20.8839518,2.085275554
8.778039537,152,20.8,11.9,30,168.175,33.866,30.052,1.757,11.282,27.565,1.465,13.376,10.24968164,0.950268451
48.95011779,317,36.7,22.1,21,136.59,23.076,51.764,1.603,13.286,70.737,2.252,17.814,119.6468267,6.883774957
54.66557411,260,56.3,47.2,21,302.945,22.301,7.691,1.8,11.331,6.803,2.453,15.106,97.02231725,6.014255002
61.79453037,101,41.7,25.8,33,445.809,30.784,7.176,1.85,7.001,36.265,1.592,19.56,38.10908983,3.042003363
53.84615385,284,58.4,49.2,28,401.572,28.913,4.363,2.438,14.298,78.454,1.614,11.021,88.57369057,4.759587428
4.291713613,453,20.2,13.3,34,445.597,37.929,63.532,2.191,11.833,72.138,1.384,9.527,5.352674,0.304847283
19.32807539,199,27.5,18.3,28,452.974,24.056,68.616,1.246,2.385,70.71,1.892,10.15,20.27168111,1.459399111
7.866434498,381,22.3,14.6,26,198.506,30.143,19.009,1.971,2.802,60.843,1.807,5.679,17.42872873,1.161604769
16.5420465,390,47.5,41.1,34,263.367,29.965,25.488,1.462,8.478,31.189,1.465,16.499,32.57029907,1.612650178
84.94315272,254,54.4,38.6,18,300.709,16.399,24.324,1.308,8.372,6.936,2.244,18.332,156.9204836,9.64850562
43.26538974,378,40.2,26.5,29,463.251,27.864,49.337,2.102,13.628,35.463,2.132,17.672,79.3185966,3.742844177
17.68923487,500,45.8,32.8,18,138.111,15.343,11.639,1.459,3.068,69.702,1.844,13.926,43.16251741,3.033002657
19.24613336,429,31.2,22,31,104.326,30.875,21.359,1.965,14.548,58.038,1.458,14.802,43.4598672,2.181956021
