Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Output 1 (T),Output 2 (Id)
1692.666189,608,249.5,183.7,28,147.526,23.297,4.323,1.233,7.108,8.188,2.07,6.482,5355.563899,260.8206918
504.5375397,1000,179.2,102.1,41,181.419,43.585,45.573,2.43,14.387,75.811,2.407,19.765,1640.567216,53.45204359
81.10212025,318,116.3,98.1,49,247.739,56.71,1.956,1.208,10.492,58.077,2.257,8.853,119.8541508,6.352283735
1450.7426,497,252.8,179.1,49,143.792,56.113,15.025,1.936,10.478,75.846,1.435,18.409,3577.820945,149.0101342
168.9337294,996,231.2,219.9,30,128.611,32.098,27.433,1.929,2.503,18.282,2.486,17.876,664.6248707,41.69721784
480.2212435,662,154.8,98.6,37,272.539,43.701,44.797,1.412,14.463,48.213,2.402,15.293,1342.928668,52.83850582
144.3408788,338,86.4,49.8,34,119.426,28.307,14.877,2.273,5.64,62.6,2.231,16.758,201.7253029,11.66178609
388.9378265,316,204.5,164,49,125.032,48.219,69.786,1.896,4.287,14.609,2.109,16.46,431.898305,29.35004797
366.915907,418,190.6,141.1,44,118.639,52.672,42.694,1.425,2.597,12.962,1.407,9.751,940.4244756,56.85632274
800.5531087,880,240.6,170.4,49,103.968,45.329,29.977,1.705,3.28,50.297,1.599,16.933,2899.984365,110.4557946
284.9841237,956,144.4,118.4,41,236.755,46.076,44.415,1.592,6.765,7.657,2.239,11.027,1117.802281,41.86925465
159.5923384,941,163.9,147.1,49,158.13,56.062,34.937,1.207,9.428,59.949,1.885,17.587,595.6842631,20.37379284
834.3644372,889,232.9,200.8,32,145.336,32.933,38.484,2.127,5.219,72.923,2.361,8.977,3557.903823,145.8835461
452.9038205,752,154.8,99,29,156.308,34.746,64.141,1.891,13.781,25.612,1.314,18.704,1508.695604,62.568726
367.1310048,636,161.8,132.9,41,260.299,43.571,21.115,1.902,12.95,48.366,1.725,15.165,870.308128,31.69901486
2030.646318,418,269.3,167.2,22,149.418,24.736,66.61,1.961,5.569,69.572,1.678,16.297,5370.652263,286.7419003
249.9026938,412,90.8,63.7,38,298.364,36.456,35.856,1.696,14.09,69.298,1.65,16.725,578.4304979,26.05762711
3072.027041,917,289.2,167.7,35,146.748,29.889,65.456,1.626,8.731,42.844,2.092,15.147,12620.49269,425.7766059
182.8843593,364,187.4,160.1,44,258.594,45.037,23.681,1.279,14.477,67.726,1.93,15.115,330.6561221,16.78940368
211.789409,937,97.4,66.2,30,299.376,31.816,47.803,2.154,9.014,33.263,1.458,11.583,737.4350974,24.31950412
297.4802827,983,101.6,63.3,25,179.22,23.87,65.413,1.202,6.406,62.812,2.38,16.385,1173.853039,45.93261388
684.7587832,368,245.7,179.4,23,210.402,24.084,28.405,1.634,11.52,48.21,1.461,6.015,1275.586362,73.40761985
694.0899314,671,223.4,158.6,41,272.251,35.531,35.424,2.387,2.951,68.864,2.291,9.234,1499.553465,55.85554419
1015.568985,528,210.4,114.3,50,142.339,48.946,63.026,1.452,6.427,46.073,1.807,12.1,2280.485627,117.7690557
305.602786,559,138.4,81.5,26,217.741,23.251,50.946,2.489,2.932,40.984,1.897,12.147,700.1548896,32.43584086
131.9983612,764,216.9,210.7,36,166.008,40.257,50.922,2.131,5.676,66.152,1.416,17.455,516.4704819,19.42314518
569.5175663,333,119.4,67,24,187.163,23.029,39.088,1.588,11.619,77.86,1.268,5.057,1291.374395,72.83069916
52.20731333,454,52.6,36.7,46,151.482,49.19,8.821,1.514,6.977,59.389,2.063,7.464,107.3087566,4.98928669
288.8149134,730,279.9,256.8,37,299.141,39.257,44.122,2.011,9.263,41.291,2.11,12.825,712.7502174,25.89466408
1622.820854,996,257.1,166.1,28,159.759,31.412,10.361,2.347,6.456,23.529,1.587,10.923,6636.9347,424.3120412
906.5246338,973,251.2,165.5,31,284.618,36.959,55.527,1.222,7.065,61.402,1.827,9.308,3365.975398,131.3989658
908.8804671,818,271.3,207.5,43,105.373,39.718,3.763,1.966,14.866,56.745,2.298,5.089,2785.740244,107.3883989
329.7551982,685,163.7,102,24,135.287,23.301,5.576,1.814,3.679,53.539,1.98,11.031,1051.067185,72.37678107
2223.169108,362,266.8,138.8,38,116.064,34.865,31.847,1.484,10.744,72.855,1.926,19.564,5435.312392,285.0692752
2113.489706,527,272.1,162.2,34,225.281,35.448,10.753,1.587,9.893,37.11,2.175,9.09,4218.190366,181.8617174
752.8116358,760,280.3,181,41,264.777,46.919,24.084,1.387,11.478,12.804,2.229,5.537,1937.340131,78.97052003
461.0980231,710,242.6,216.5,39,150.465,44.177,42.387,2.374,11.55,20.604,1.282,11.476,1495.032367,58.10490351
41.01198402,343,150.7,144.9,27,196.646,28.514,9.173,1.72,2.004,70.312,2.119,12.847,60.17310877,3.790073797
1176.15487,909,243,142.6,30,141.882,30.552,53.861,1.607,14.362,37.055,1.208,14.555,4340.902314,176.0153037
68.25770767,609,68.2,41.7,25,124.032,22.796,10.537,1.451,12.541,6.608,2.17,8.322,199.1624938,11.5085944
87.96476493,432,175.5,163.5,47,128.337,37.951,19.017,1.438,13.489,43.358,2.048,8.392,192.9784025,9.775133726
341.2987811,800,93.9,54.2,24,261.779,19.683,31.609,2.488,4.231,11.859,1.583,16.35,1138.934297,41.78889174
50.29191847,588,65.3,57.4,32,132.766,32.77,69.951,2.173,9.385,47.701,1.362,18.985,160.4817849,7.132493337
1157.011165,762,255.7,158.1,28,252.532,23.964,54.549,1.437,10.083,30.086,1.283,13.603,3446.437705,129.2401935
57.10334938,576,57.6,37.5,30,122.857,27.547,49.324,1.321,8.593,64.465,2.466,17.447,150.5177598,6.718713537
61.23117894,788,59.6,49.2,30,215.829,32.445,36.31,1.433,9.314,15.502,2.488,5.06,220.323535,8.955581352
3215.190003,807,291.6,167.2,36,243.316,40.091,58.073,1.549,11.794,73.862,1.391,9.702,11680.50329,408.3776015
52.31998361,329,53.7,38.5,23,122.066,18.619,60.989,1.537,9.917,50.478,1.718,19.642,111.9587327,6.994202174
472.4879648,729,285.8,238,34,218.748,33.051,23.848,2.216,13.946,44.925,1.553,10.79,1139.262013,41.23746089
1871.586602,370,236.8,143.4,43,159.518,49.51,20.229,1.641,9.285,37.79,1.213,5.64,4344.834902,221.4996726
581.071392,764,261.1,182.9,33,126.659,38.206,35.197,2.228,5.619,27.521,1.901,17.441,1865.305039,105.7601553
63.81235276,444,77.9,43.8,22,212.239,17.698,53.584,1.581,5.976,60.116,2.075,18.601,106.8545728,5.585280459
417.4024378,971,110.2,71.4,34,166.204,33.634,24.544,1.635,12.008,19.633,1.846,13.49,1766.769256,61.85796936
680.5080406,504,161.2,99.9,48,165.152,49.69,32.641,1.886,10.79,47.676,1.506,5.053,1743.177407,79.75306951
258.8138892,814,102,57.2,49,187.405,43.725,59.867,1.62,10.397,41.715,1.597,11.071,833.6064816,32.15056375
206.9958005,646,105.9,85.8,40,167.836,41.393,68.665,1.412,13.518,16.968,2.061,13.558,667.7886824,28.58343498
1163.925023,444,264.6,209.7,22,290.446,23.745,52.002,1.602,10.279,39.359,2.211,6.418,2700.756465,132.5520798
3381.153334,739,280.3,144.3,31,236.013,34.04,49.775,2.338,8.317,50.937,1.228,15.623,12003.16534,433.6452696
264.5600737,585,157.2,123.9,33,269.63,36.076,67.221,1.458,9.717,17.749,1.238,13.663,623.785923,29.78904077
169.8248489,962,103.2,81,35,238.162,38.46,46.434,1.352,10.662,20.299,1.454,19.246,632.04131,20.07457904
84.62562737,718,58.7,39.4,40,128.395,44.613,32.311,1.536,5.384,46.64,1.394,12.582,326.6111253,13.25027054
147.7107446,336,100.6,56.3,43,193.176,35.375,37.2,1.223,6.131,14.682,1.855,15.685,250.1793962,14.93591997
55.65912117,872,59.7,48.6,21,262.789,19.235,65.925,2.443,11.366,67.215,1.62,6.464,188.7068995,6.857791184
788.958312,754,275,242.6,36,163.384,34.869,23.846,1.677,8.173,65.654,1.835,8.775,2589.932138,93.46692428
133.8113285,706,115.6,94,21,231.54,20.051,68.168,1.676,7.652,52.587,1.952,13.067,394.3647571,16.58125959
2420.710847,780,243.6,135.3,46,201.513,50.567,48.235,2.49,6.997,53.182,1.657,7.31,10132.08158,378.4134179
342.507426,929,152.9,118.1,34,106.66,29.679,30.843,1.686,14.608,31.83,1.41,14.073,1299.578868,53.95629212
757.5642733,694,278.8,217.5,24,281.078,21.004,23.251,1.548,6.797,44.885,2.091,10.378,1816.588468,72.14468588
578.7770153,607,134.1,74.8,30,113.976,33.946,57.533,1.266,12.405,63.674,2.489,15.491,1920.56692,80.80818243
417.8940899,808,153.4,105.1,44,269.081,49.849,59.517,1.617,5.249,78.883,2.315,19.54,1435.295469,57.00180454
1413.366793,434,288.2,236.8,36,228.312,29.165,54.699,1.576,7.864,14.773,1.54,18.452,3228.374898,158.1547994
373.0205879,320,115.3,58.4,30,293.056,25.373,64.636,1.71,11.965,69.349,1.811,6.045,520.0401307,30.36675011
175.1408379,568,127.5,77.5,44,167.327,44.128,35.994,1.38,2.448,23.023,2.179,9.856,447.6229417,22.07983522
229.1508758,468,153.5,135.8,22,296.212,19.222,68.128,1.285,8.702,20.391,1.906,12.587,557.6745123,26.17030422
38.47178121,702,77.1,67.9,31,241.664,27.844,20.696,1.493,4.306,19.536,2.17,7.993,91.81938031,4.111153465
1202.601659,559,242.1,165.3,36,191.886,33.77,49.6,1.585,2.857,35.437,1.729,8.919,3206.435174,145.9416309
567.5099867,739,186.7,138.4,22,172.513,21.642,31.236,2.446,4.571,29.637,2.24,19.781,1878.001665,96.75908483
430.0727235,466,158.1,127.5,31,122.535,33.057,61.553,1.572,9.186,31.926,1.656,9.824,1244.494179,62.51824104
1543.26539,959,244,141.7,22,165.327,23.477,64.298,2.207,11.306,11.468,2.202,16.271,5677.669375,243.9053116
294.3152719,527,137.9,114,25,296.113,25.837,5.539,2.381,7.791,10.19,2.241,12.12,531.63223,22.44991656
451.305951,911,112.8,72.6,44,157.435,49.731,22.175,1.604,8.099,65.836,1.859,11.607,2127.34812,76.96267678
853.0062481,420,249.3,187.8,26,190.449,28.261,55.824,1.663,14.999,41.512,1.759,19.894,1858.468405,99.30442295
78.29560586,375,91.7,77.5,26,269.538,24.464,24.843,1.288,13.787,24.592,2.428,8.643,153.7262438,8.32321141
307.1494418,676,288.7,261.7,45,245.688,41.659,27.574,1.619,2.161,5.505,1.515,15.874,686.7077263,28.33146041
397.2344566,332,197.2,118.9,31,291.34,27.035,55.967,1.565,9.243,16.588,1.993,7.437,305.3411471,21.11729317
582.1161528,476,154,88.6,34,224.091,28.468,51.86,2.063,10.124,69.031,2.088,15.782,1250.457755,59.4381137
380.0880877,426,214.5,196.4,42,178.158,33.902,20.894,2.48,6.109,14.157,1.939,10.53,814.4119522,39.30065646
795.8619277,590,243.1,213,41,240.305,41.595,46.645,2.192,7.912,71.924,2.322,18.584,2278.639283,89.61565749
264.7444433,782,96.8,70.7,24,234.669,21.308,33.724,2.041,3.827,60.498,1.403,11.258,961.8675713,38.36409584
1324.306053,496,214.1,108,44,295.152,44.881,50.667,1.595,3.542,78.149,2.056,13.679,3479.496858,152.1136806
3364.867356,944,280.2,149.9,23,221.739,21.285,31.268,1.47,4.622,15.256,1.463,19.904,13392.53366,553.4260534
2581.491345,356,295.5,151.9,29,195.082,29.026,65.403,2.201,13.478,5.767,2.408,19.1,5039.211087,278.1401119
1561.436034,537,214,120.1,31,138.947,28.136,39.621,1.978,7.094,22.243,1.277,18.028,4090.687405,174.2097927
128.9460207,821,205.4,199.8,40,252.504,35.52,0.625,1.264,6.703,42.19,2.034,8.473,389.2768965,13.23005334
3241.903104,451,292.8,153.8,40,173.954,47.725,58.923,1.698,10.987,73.619,1.36,11.139,9662.00416,449.9683466
1696.077026,788,258,171.1,48,251.143,52.952,49.069,1.956,14.274,77.686,2.257,15.936,5347.448974,194.897685
635.6345386,954,216.6,113.5,47,119.097,43.462,28.576,2.009,2.63,24.32,1.347,11.017,2549.124727,124.5974752
602.7655434,517,202.2,122.6,46,112.28,37.434,8.431,1.821,4.493,46.432,2.049,8.643,1045.81273,48.04673924
109.9047424,748,160.8,147.4,25,212.876,28.286,59.311,1.515,3.605,42.341,1.759,7.228,338.1639418,17.67702203
161.2209362,311,102.4,67.4,35,198.026,29.101,66.087,1.675,6.98,73.889,1.708,11.83,197.1377063,13.06458058
214.2169415,401,139.3,87.2,47,175.623,50.743,50.754,1.951,10.244,73.838,2.409,18.187,351.9969101,21.24300175
1832.541227,526,245.3,150.6,50,187.793,51.039,18.042,1.428,9.886,69.804,2.246,9.196,4432.249808,188.0103279
2199.252279,531,285,195.3,35,270.438,34.797,64.972,1.476,9.881,62.288,2.395,18.815,6051.366716,269.2224535
296.3535798,351,248.8,238.6,40,231.371,33.015,27.127,1.778,3.216,64.908,1.476,14.784,589.618008,29.54985137
44.38184984,319,91,74.3,44,257.991,44.642,62.408,1.39,3.159,54.971,1.89,19.957,27.52308002,2.403883209
1118.662296,782,178.7,111.5,30,185.9,27.183,5.007,2.416,6.858,8.879,1.829,5.649,4055.379525,184.1143957
208.2863874,810,168.3,156.3,44,272.334,42.904,8.73,1.584,8.539,34.28,2.399,16.379,562.2648901,18.47811896
121.2639558,982,88.4,44.8,33,182.41,34.613,17.709,2.097,3.085,21.33,2.369,15.783,467.8307712,28.38986254
846.9220526,365,272.2,239.6,47,167.589,52.134,4.761,2.27,14.735,17.477,1.885,18.37,1740.452482,85.48005501
1391.457544,938,271.2,157.5,21,180.195,23.959,52.865,1.555,9.79,56.705,1.65,14.123,4670.927874,222.4930243
45.78510704,916,55.4,39.5,35,260.546,40.081,51.249,1.8,7.831,7.756,2.15,16.014,161.7313966,5.869152004
650.8245416,783,160.7,108.8,43,247.741,50.938,35.17,1.944,7.619,34.022,1.451,6.788,2579.829114,95.90325697
1458.199324,888,277.7,180.8,32,114.891,26.33,0.419,1.633,6.977,68.909,2.462,11.413,5127.720825,223.9558693
570.4394141,979,122.1,73,42,263.622,47.014,67.197,2.098,2.428,59.976,2.342,10.889,2618.02708,92.72755658
67.53047219,548,81.4,72.7,48,128.219,47.649,64.743,2.382,12.397,21.628,1.971,7.594,216.9218348,10.19792957
373.9629212,896,116.8,66.4,25,107.766,20.755,4.632,2.033,14.13,7.555,1.656,13.691,1365.753788,69.6348219
648.1819113,582,213.2,128.7,49,225.324,56.386,39.12,1.671,9.959,17.21,1.504,18.116,1636.098623,71.1120243
437.5089624,935,134.9,91,47,175.68,54.739,27.571,1.869,7.502,6.342,1.826,14.769,1889.163319,76.07458504
32.05981768,312,52,44.8,28,153.327,27.282,42.026,2.217,3.539,9.345,1.266,18.403,64.54754549,3.774360061
459.5923384,959,259.1,195.2,48,281.664,50.063,66.074,1.644,7.514,74.462,2.186,14.732,1028.914544,46.97738123
312.8546553,911,115.1,81,49,123.833,41.94,13.24,2.171,14.683,40.196,1.285,8.46,1092.565955,34.46012028
410.7753764,717,120.5,86.8,37,184.244,41.197,19.964,2.315,5.992,50.476,2.334,10.386,1697.611966,69.77079447
1916.245007,652,284,213.7,41,298.197,36.122,8.358,2.217,10.87,54.203,1.46,11.434,4670.786433,164.6045038
921.5609956,431,278.5,165,31,151.408,32.282,14.109,2.291,5.407,23.222,1.354,13.561,1651.136341,91.53226185
922.9847383,869,224.2,146.5,37,174.88,43.495,49.917,2.182,3.029,10.534,2.097,18.853,3502.112525,146.4230741
1479.16624,453,267.3,193,37,274.596,38.466,60.751,2.35,9.266,59.668,1.273,12.25,3374.99589,166.8388478
547.0244802,688,222.9,161.4,27,295.51,29.254,27.64,1.962,3.108,44.211,1.309,12.546,1724.262006,86.02576731
203.6566629,351,124.1,101.7,50,217.406,52.563,31.953,2.219,7.823,15.294,2.494,18.124,482.1153341,24.16810658
3356.017618,457,294.9,167.8,40,177.169,32.254,48.202,2.249,11.419,77.997,1.42,8.536,8862.318962,406.5287158
85.60893168,495,94.3,79.4,46,294.415,36.824,69.51,2.282,13.044,41.338,1.955,11.093,145.6285908,7.202598922
175.8271023,806,151.8,117.4,46,293.587,39.894,33.308,1.406,11.017,65.663,2.415,5.81,479.0698711,16.53816218
659.7562225,829,143.6,85.6,43,268.799,48.559,63.421,1.226,6.508,58.691,1.373,19.548,2548.824873,96.11833751
86.9200041,467,76,58.4,28,148.223,22.48,56.456,2.381,12.817,9.331,1.396,17.941,214.2788874,10.4872658
2561.200451,537,290.4,166,44,128.689,50.219,35.417,1.485,11.43,7.447,1.212,18.733,7366.376026,324.0761135
1110.631978,769,232.9,140.5,27,269.197,23.382,7.465,1.27,8.273,78.622,1.955,18.169,2778.454076,97.22863595
384.8509679,334,232.5,215.7,23,118.236,18.553,2.85,2.402,11.293,43.391,1.238,11.478,698.4409638,42.05737195
1697.746594,808,267.7,153.8,42,220.819,40.744,26.993,1.919,14.844,77.43,1.982,5.308,4611.576785,151.4654128
170.6340264,620,71.9,46,41,144.171,39.268,8.237,1.947,8.937,48.13,1.908,9.569,470.4505226,18.21068543
255.4132951,933,116.6,65.2,35,181.667,31.187,3.142,2.418,12.618,33.182,2.121,17.942,725.2081916,24.99320685
103.5030216,868,60.8,37.9,43,299.141,35.744,48.329,2.209,5.961,27.483,1.393,11.614,326.4185199,10.76731871
169.3946533,601,167.3,151.2,37,180.928,34.115,62.922,2.016,12.112,31.758,1.49,13.549,438.3460594,19.68128108
1330.236608,565,230.2,167.7,41,151.368,35.167,65.221,1.808,5.329,17.32,1.563,6.686,4166.157835,190.5787464
220.0348254,886,249.7,230.6,36,155.024,41.523,14.139,1.404,8.005,64.281,1.81,7.35,814.859085,43.18995645
105.5720578,849,120.8,108.2,36,111.494,37.848,13.553,1.978,10.822,51.59,1.565,17.104,396.3526324,17.14432587
2193.506094,657,269.8,153.1,22,212.269,23.828,32.925,1.652,4.884,33.649,1.847,12.719,6971.61281,356.4306663
44.53549114,923,70.9,48.6,37,197.915,43.863,50.725,1.534,13.482,22.3,1.505,11.889,149.8300338,6.062289173
128.4236403,881,67.5,39.7,49,178.526,48.39,28.258,1.56,9.695,35.179,1.947,18.172,425.6310053,14.01057877
525.6888252,755,163.3,91.4,48,164.637,47.175,35.055,2.424,14.043,54.659,2.063,5.226,1366.419907,50.71133677
108.0508041,474,138.4,125.9,35,123.248,31.441,58.52,1.644,11.677,68.18,2.14,15.519,259.1156186,13.5700842
521.4483253,996,242.8,199.4,21,176.165,24.963,35.548,2.109,7.238,39.246,2.331,11.717,1903.349406,110.8077859
1162.521766,896,235.4,177.3,26,199.836,30.097,3.45,1.899,11.261,10.522,1.855,6.84,4394.651265,215.2498777
1864.560074,851,271.4,151.9,33,225.192,36.361,38.108,1.582,2.916,18.465,2.448,5.507,6978.814115,384.0178313
485.6601454,378,140.3,70.9,21,220.068,21.086,31.386,1.253,3.88,44.247,1.359,14.152,815.9818842,46.56557983
1080.815323,966,223.1,145.7,36,158.652,34.089,4.099,2.151,5.31,11.82,1.74,6.402,4397.115886,246.4031797
661.0877804,960,160.8,80.6,45,253.311,45.636,48.188,1.579,7.368,62.061,2.417,19.949,2270.295623,74.82685666
253.0472191,868,177.2,140.1,46,237.164,38.417,41.384,2.133,6.802,63.518,1.649,17.098,647.3569103,21.70105442
45.85680631,934,70.4,52.1,37,189.451,31.247,53.478,2.32,10.733,54.017,1.293,6.675,148.5134524,5.24749923
1379.350609,447,281.4,197.7,38,105.209,34.016,62.4,1.46,14.417,8.003,1.458,5.591,3452.275134,195.9394409
64.28351941,464,147.9,142.1,33,249.392,28.987,35.509,1.576,2.161,54.904,2.214,14.821,122.5858852,5.594845275
384.4310151,936,142.1,96,23,121.845,20.463,14.215,1.384,9.448,35.836,2.381,16.241,1471.151819,77.39126159
149.8105091,584,169.9,158,30,173.039,25.036,67.143,1.523,10.791,75.013,1.3,19.185,393.5273573,17.78166501
217.392195,952,156.6,110.5,49,252.289,41.695,25.877,1.881,13.57,47.343,1.328,11.512,591.8122099,18.10580956
54.0100379,489,54.8,40.6,35,178.743,38.7,27.956,1.561,9.342,31.511,2.27,6.853,123.445501,5.737866164
630.1546656,824,210.9,135.9,21,280.427,22.628,63.278,2.241,7.108,26.772,1.342,10.96,2013.704242,87.23830527
68.38062071,396,131,113,34,260.278,33.167,30.92,1.999,6.591,36.074,1.504,17.38,110.2915941,5.45195029
163.3207006,648,204.3,197.1,22,211.294,24.213,6.342,2.015,13.488,40.616,2.057,7.259,484.1186105,20.29337359
699.5390761,870,247.8,187,47,173.089,39.688,27.486,1.343,8.621,56.487,1.509,5.682,1960.344897,65.66808073
571.9860699,548,178.7,126.3,44,202.376,50.356,19.848,1.694,13.833,71.618,1.752,13.075,1283.062116,51.12912999
1243.357575,618,290.5,226.5,31,267.895,34.154,14.455,2.121,8.401,62.151,2.25,7.87,2767.592895,113.2660395
166.956878,953,251,243,33,109.996,27.721,8.489,1.341,12.218,67.479,1.66,17.295,639.38341,25.17917306
1065.748233,918,208.7,144.3,47,190.621,56.136,55.108,1.305,6.353,24.239,2.008,12.878,4652.355295,172.0932204
158.6704906,926,79.1,54.9,30,242.871,31.124,44.063,1.466,14.044,5.545,1.491,19.889,587.2811594,18.4699882
90.56642425,378,84,67.8,23,225.688,19.164,0.195,1.369,14.999,29.002,1.649,13.823,192.7040054,10.24338105
703.3288948,667,202.9,145.1,49,278.839,40.045,31.071,1.705,5.395,60.731,1.556,9.301,1675.347011,60.42555022
88.35398955,647,76.8,64.4,35,166.591,41.694,61.805,1.37,7.618,70.989,1.239,7.401,328.4121801,13.51345605
1581.860084,956,230.5,160.4,31,216.97,33.623,2.039,1.934,6.74,12.383,1.367,17.859,6967.95792,285.0841512
176.2777835,860,144.8,124.6,43,231.781,42.25,58.042,1.531,13.726,13.23,2.393,8.277,576.6733668,21.47084066
673.9219502,406,187.3,147.3,39,182.112,40.74,10.978,1.906,3.524,42.982,1.69,11.568,1518.495727,75.32393767
376.503124,495,163.3,141.8,37,282.683,44.384,19.069,1.774,13.143,17.177,1.557,13.739,898.6460924,37.08229629
1068.063095,809,221.3,172.1,29,257.828,29.078,40.247,2.188,5.152,20.607,1.998,15.229,3869.269425,144.0091478
1012.557615,663,230.4,132.6,38,251.39,40.166,3.015,2.258,3.176,37.344,2.248,9.436,2993.970497,156.4629876
339.0044044,544,217,162.5,49,140.295,41.313,21.784,1.492,4.711,26.79,1.27,15.53,582.7358605,26.06808531
232.6436546,303,161.4,130.4,22,103.696,19.101,4.126,1.256,12.725,75.927,2.151,11.81,413.9437602,28.24090701
700.3175254,457,149.1,96.5,37,174.773,33.634,33.983,1.345,12.734,18.495,2.264,18.541,1894.846406,88.76582106
100.2253406,978,297.5,287.8,23,165.959,27.385,54.581,2.391,10.335,25.011,1.717,13.229,306.2163845,15.9310436
1530.041995,361,299.2,223.4,46,186.357,48.616,55.515,2.058,10.743,33.878,1.731,9.681,3509.722573,183.5890269
168.3396497,883,136.9,117.2,38,161.576,34.013,3.578,2.324,8.35,76.893,2.094,15.173,460.2814887,16.06234043
1507.313326,336,248.2,182.4,37,296.504,41.27,32.145,2.441,8.32,46.578,1.861,10.102,3175.417033,161.6186769
62.08132746,646,114.5,106.6,26,281.937,30.509,43.514,1.513,4.551,19.682,1.725,15.125,190.3818,8.5033062
510.8675612,476,180.9,134.5,36,264.796,32.84,8.563,1.364,8.635,34.529,1.567,17.9,1011.752231,44.0122116
2661.896958,592,251.2,133.2,48,195.963,41.282,24.739,1.741,10.94,29.589,1.984,16.707,7401.586231,293.1276689
1239.270716,831,203.4,104.9,40,188.312,33.069,29.264,1.881,6.395,21.043,2.253,5.577,4050.09232,152.8280827
35.84963638,625,71.4,55.5,45,296.99,39.535,33.06,2.308,14.049,38.387,1.224,17.557,80.06869847,3.093442087
1715.046605,890,259.1,139.3,28,197.976,29.178,8.185,2.342,11.227,75.324,2.313,18.981,5414.340882,199.9926843
111.6357677,870,107.8,97.8,34,254.249,33.026,44.22,1.595,2.723,63.659,1.521,12.202,457.2203216,16.38081294
67.20270409,468,79.8,48.2,22,187.697,25.436,58.311,1.947,10.75,37.431,1.425,14.125,133.5689851,7.375485049
59.11092902,565,58.7,49.5,26,263.376,27.772,18.508,1.435,6.147,55.246,2.455,18.197,153.9067208,6.197830976
94.20260166,801,90.4,81.4,37,293.242,42.32,33.001,1.232,3.596,67.9,2.041,19.13,391.4258632,13.91157558
784.5744136,689,189.7,124.2,23,157.953,24.515,11.775,2.165,5,49.207,2.428,6.94,2533.514863,169.9197598
667.1514903,319,270.8,201.7,27,293.227,26.364,60.915,1.237,2.778,10.016,1.221,9.604,952.8671138,62.23993677
1246.235788,508,207.2,109.9,37,191.968,41.237,27.901,1.269,6.794,14.087,2.341,7.797,3244.587523,150.6939702
345.703165,316,242.2,227.1,30,162.842,33.561,32.926,1.519,8.454,11.972,2.339,7.217,731.8042585,43.9577164
190.3308409,877,109,77.2,32,219.611,34.945,3.141,1.358,7.073,7.418,1.676,8.341,683.4887791,36.65802742
1446.79914,371,243.4,133.5,25,154.581,29.367,49.243,2.094,7.854,38.556,1.667,11.05,3073.187108,176.4462587
546.0309331,887,195.5,132,48,101.132,55.859,14.645,2.324,7.846,75.962,1.62,7.666,2208.787045,110.0584983
1524.449452,362,263.2,170.2,27,190.165,31.085,0.82,2.475,10.433,39.901,1.528,5.45,2152.171188,123.438494
171.7095155,513,231.7,221.3,23,153.366,23.536,0.427,1.994,3.538,13.005,1.998,9.087,496.7751337,35.89911743
163.1465738,361,74,39.6,49,298.142,43.087,68.552,1.47,12.519,8.594,1.499,7.751,245.7716454,14.03159907
898.1870327,702,224.9,185.5,24,120.588,27.298,36.039,1.865,14.151,45.726,1.726,18.349,3071.391087,141.0483229
746.2460309,759,234,182,37,289.157,33.443,52.908,1.578,6.435,71.061,2.332,18.83,1967.952784,70.66975797
144.8837448,485,161,143.5,47,289.175,49.943,50.579,1.578,13.306,40.7,2.44,18.48,300.2275906,14.64837065
261.1697224,672,122.3,94.9,44,160.17,40.741,13.665,2.269,11.863,35.395,1.371,7.72,630.6071106,23.79414429
257.1750487,587,299.4,286.4,26,125.31,27.814,53.034,2.281,3.805,55.502,2.077,13.997,800.5994395,41.2024005
1105.428659,466,259,215.2,31,224.291,26.188,9.836,1.573,7.525,24.415,1.52,11.674,2141.646205,98.23571545
460.1966609,439,132.4,98.9,29,174.45,32.702,56.772,1.523,12.119,48.766,1.472,14.001,1313.623837,61.7366658
1225.709311,968,249.7,130,31,216.023,26.931,8.088,2.057,12.333,20.346,2.468,19.403,3950.489308,130.6931938
85.96742804,629,66.7,50.4,32,115.614,28.406,8.057,2.437,4.443,77.556,1.96,11.08,263.1663525,11.37856094
287.6574823,862,101,60.1,45,111.789,47.908,54.957,1.312,10.057,77.376,2.204,6.397,1172.601721,44.26019297
211.8201373,392,154.4,117.7,50,257.072,56.536,42.867,2.087,11.597,57.761,1.943,17.114,411.105724,22.29076389
362.0505992,603,135.6,110.9,39,251.252,42.873,42.684,1.402,10.164,26.93,2.051,6.843,1081.766019,44.83596934
687.6165113,475,191.4,132,39,223.939,32.334,39.18,1.712,11.038,49.502,2.369,12.847,1501.700127,70.15330201
574.7516132,795,295.9,274.4,44,269.122,52.348,34.814,1.341,5.556,42.712,1.711,14.761,2187.231691,77.66170739
195.2780908,632,100.8,62.8,41,124.805,34.33,55.532,2.106,10.43,25.494,1.348,19.221,558.6001902,24.80396629
2104.076616,945,296.4,175.9,49,251.323,57.23,19.892,1.865,13.985,40.245,1.634,10.884,6698.348097,212.3355244
582.5463485,706,272.3,243.2,43,139.173,43.169,48.811,1.379,14.254,25.193,1.329,13.039,1816.408605,72.74674997
190.5459387,671,261.5,251.7,24,218.585,20.415,5.22,2.493,12.577,55.695,2.435,17.832,475.585864,18.15677135
